Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
/js/jquery3.5.min.js-191,40,2224,1717,3280,344.67,0.000%,4.90557,161.74,2.08,33761.4
/css/lib-3b502e9f21.css-192,40,575,363,968,175.08,0.000%,6.02138,289.61,2.66,49250.6
/css/app-1a3af07598.css-193,40,572,340,1822,297.24,0.000%,5.02134,20.87,2.22,4257.0
/js/jquery.min.js-194,40,769,349,2740,454.15,0.000%,5.04859,166.42,2.13,33755.6
/js/config.js-197,40,607,326,1405,256.35,0.000%,4.97574,3.18,2.08,654.0
/images/hpe-logo-white.png-198,40,748,352,1796,437.43,0.000%,4.98815,9.12,2.37,1872.0
/css/content.css-190,40,2571,1241,5252,1108.19,0.000%,3.19770,555.34,1.39,177837.5
/images/hpe-flag.png-202,40,797,361,2065,391.26,0.000%,3.32806,3.20,1.61,985.0
/css/hpe_fonts/MetricWeb-Light.woff-203,40,1083,348,4142,750.03,0.000%,2.60688,113.55,1.29,44604.0
/css/hpe_fonts/MetricWeb-Semibold.woff-204,40,975,420,3642,579.80,0.000%,2.29266,103.99,1.14,46448.0
/images/landingPage.jpg-201,40,1467,397,5877,1079.56,0.000%,2.02932,233.21,0.96,117680.0
/workload-205,40,843,354,2309,425.45,0.000%,2.13721,24.97,1.27,11965.0
/css/lib-3b502e9f21.css-207,40,1193,368,3331,739.33,0.000%,2.00180,95.31,0.90,48753.0
/css/app-1a3af07598.css-208,40,1049,387,3068,636.26,0.000%,1.99980,8.24,0.90,4221.0
/js/workload.js-209,40,1069,350,3067,706.09,0.000%,2.01420,6.07,0.86,3085.7
/css/content.css-206,40,2184,505,8413,1743.51,0.000%,1.77329,304.18,0.78,175653.0
/images/hpe-logo-white.png-213,40,881,340,2830,525.81,0.000%,1.79035,3.27,0.87,1872.0
/js/jquery.min.js-212,40,853,373,2834,478.59,0.000%,1.82849,59.81,0.79,33494.0
/js/config.js-214,40,842,332,2880,596.40,0.000%,1.85572,1.19,0.79,654.0
/images/hpe-flag.png-219,40,981,335,2375,567.58,0.000%,1.90885,1.84,0.92,985.0
/api/workload_api.php-218,40,855,395,1712,390.35,0.000%,1.93911,1.97,1.15,1040.0
/css/fonts/hpe-icons.woff-215,40,1080,371,3116,854.93,0.000%,2.01025,67.24,0.98,34251.0
/css/hpe_fonts/MetricWeb-Light.woff-216,40,898,352,2616,484.59,0.000%,2.05814,89.65,1.02,44604.0
/css/hpe_fonts/MetricWeb-Medium.woff-217,40,829,356,2264,460.11,0.000%,2.27299,91.97,1.13,41432.0
/ssd-type-220,40,713,344,2196,473.59,0.000%,2.21619,27.75,1.34,12824.0
/js/ssd-type.js-222,40,613,342,2160,417.44,0.000%,2.24115,3.57,0.96,1633.1
/css/hpe_fonts/HPESimpleWeb-Regular.woff-221,40,886,344,2265,613.69,0.000%,2.26706,38.01,1.13,17168.0
/server-type-223,40,626,338,1864,402.17,0.000%,2.44126,30.30,1.48,12711.0
/css/lib-3b502e9f21.css-225,40,637,358,1741,332.83,0.000%,2.41095,114.79,1.09,48753.0
/js/server-type.js-226,40,569,328,1391,305.38,0.000%,2.39507,7.00,1.04,2992.9
/css/content.css-224,40,1462,399,5996,1137.61,0.000%,2.22148,381.06,0.99,175653.0
/images/hpe-logo-white.png-230,40,525,327,1752,294.92,0.000%,2.23314,4.08,1.09,1872.0
/css/app-1a3af07598.css-229,40,520,341,1305,256.42,0.000%,2.26912,9.35,1.03,4221.0
/js/jquery.min.js-231,40,674,341,2253,488.42,0.000%,2.26552,74.10,0.98,33494.0
/js/config.js-232,40,480,335,1047,182.66,0.000%,2.39378,1.53,1.03,654.0
/api/server_model_api.php?sid=null-237,40,517,367,1361,189.16,0.000%,2.44394,1.25,1.48,523.0
/css/hpe_fonts/MetricWeb-Medium.woff-235,40,507,356,1532,221.56,0.000%,2.40877,97.46,1.19,41432.0
/api/server_type_api.php-238,40,509,376,1248,192.97,0.000%,2.40457,1.53,1.43,650.0
/images/hpe-flag.png-239,40,451,331,1185,179.17,0.000%,2.42365,2.33,1.17,985.0
/css/fonts/hpe-icons.woff-234,40,547,345,1328,266.90,0.000%,2.44290,81.71,1.19,34251.0
/css/hpe_fonts/MetricWeb-Semibold.woff-233,40,622,345,1687,361.67,0.000%,2.38479,108.17,1.19,46448.0
/css/hpe_fonts/MetricWeb-Regular.woff-236,40,615,352,1268,269.75,0.000%,2.33809,103.16,1.16,45180.0
/api/server_model_api.php?sid=5-240,40,478,372,974,132.17,0.000%,2.45143,1.31,1.48,548.0
/drive-capacity-241,40,464,338,1218,195.13,0.000%,2.47295,28.41,1.51,11766.0
/js/drive-capacity.js-244,40,444,328,1301,193.34,0.000%,2.48710,4.35,1.09,1792.4
/css/noUiSlider/distribute/nouislider.min.js-243,40,479,330,1226,239.51,0.000%,2.49268,22.26,1.15,9142.6
/css/noUiSlider/distribute/nouislider.min.css-242,40,488,327,2250,333.01,0.000%,2.43353,3.95,1.16,1664.1
/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22RI%22]-246,40,510,365,1750,248.95,0.000%,2.41153,1.20,1.59,509.0
/images/hpe-flag.png-247,40,428,326,837,126.70,0.000%,2.42233,2.33,1.17,985.0
/css/hpe_fonts/MetricWeb-Light.woff-245,40,605,349,1330,278.03,0.000%,2.36128,102.85,1.17,44604.0
/interface-type-250,40,507,343,2193,371.48,0.000%,2.36449,28.67,1.45,12417.0
/css/lib-3b502e9f21.css-252,40,671,345,2182,377.51,0.000%,2.29489,109.26,1.04,48753.0
/chrome-variations/seed-254,40,2251,1469,3594,458.01,0.000%,2.06772,100.81,0.64,49923.0
/css/content.css-251,40,1269,396,3392,869.91,0.000%,2.02409,347.20,0.91,175653.0
/js/interface-type.js-253,40,505,323,1988,312.88,0.000%,2.03780,5.30,0.90,2661.7
/images/hpe-logo-white.png-258,40,586,319,1841,381.21,0.000%,2.06154,3.77,1.01,1872.0
/css/app-1a3af07598.css-257,40,521,329,2613,415.93,0.000%,2.06016,8.49,0.94,4221.0
/js/jquery.min.js-259,40,571,349,1733,317.16,0.000%,1.99412,65.23,0.87,33494.0
/js/config.js-263,40,464,325,1364,233.16,0.000%,1.93162,1.23,0.83,654.0
/css/hpe_fonts/MetricWeb-Medium.woff-264,40,731,344,3794,695.78,0.000%,1.94401,78.66,0.96,41432.0
/images/hpe-flag.png-267,40,449,324,1930,321.80,0.000%,1.95312,1.88,0.95,985.0
/css/fonts/hpe-icons.woff-265,40,520,346,1994,300.02,0.000%,1.94799,65.16,0.95,34251.0
/api/interface_type_api.php-266,40,432,377,660,62.39,0.000%,1.96870,1.36,1.19,706.0
/api/interface_api.php-268,40,463,374,1438,186.68,0.000%,1.97424,1.05,1.28,545.0
/form-factor-269,40,473,341,1849,293.56,0.000%,1.97981,21.94,1.21,11350.0
/js/form-factor.js-270,40,445,326,1479,219.95,0.000%,1.98010,4.88,0.86,2524.5
/api/form_factor_api.php-271,40,539,378,1868,325.23,0.000%,1.87679,1.49,1.12,813.0
/api/form_factor_type_api.php-272,40,469,374,916,138.59,0.000%,1.85477,1.00,1.25,550.0
/images/M.2-Enablement-Kit-for-MLDL-single.jpg-276,40,515,337,1713,321.52,0.000%,1.76499,51.12,0.89,29660.0
/images/SFF%20SATA.jpg-277,40,492,341,1786,280.75,0.000%,1.76764,37.40,0.85,21664.0
/images/PCIe%20NVMe%20Workload%20Accelerator%20HHHL.jpg-273,40,471,344,1273,220.44,0.000%,1.76655,51.82,0.91,30039.0
/mainstream-278,40,485,341,1448,245.06,0.000%,1.76694,20.62,1.07,11949.0
/images/SSD%20SATA%20M.2%202280.JPG-275,40,523,339,1406,273.23,0.000%,1.76546,51.69,0.87,29983.0
/css/lib-3b502e9f21.css-280,40,665,358,1631,375.42,0.000%,1.74125,82.90,0.79,48753.0
/js/mainstream.js-282,40,506,317,1721,312.15,0.000%,1.74414,2.36,0.75,1386.0
/images/LFF%20SATA.jpg-274,40,493,344,882,144.43,0.000%,1.73558,41.89,0.84,24718.0
/css/content.css-279,40,1186,390,2996,795.68,0.000%,1.63566,280.57,0.73,175653.0
/images/hpe-logo-white.png-285,40,462,326,1096,188.27,0.000%,1.63834,3.00,0.80,1872.0
/css/app-1a3af07598.css-284,40,509,330,1375,251.73,0.000%,1.66708,6.87,0.75,4221.0
/js/jquery.min.js-286,40,525,342,1108,191.76,0.000%,1.63680,53.54,0.71,33494.0
/js/config.js-287,40,511,328,1671,331.77,0.000%,1.63680,1.05,0.70,654.0
/images/hpe-flag.png-291,40,523,324,1404,296.06,0.000%,1.63686,1.57,0.79,985.0
/css/fonts/hpe-icons.woff-288,40,717,347,2000,483.01,0.000%,1.61258,53.94,0.78,34251.0
/css/hpe_fonts/MetricWeb-Light.woff-289,40,645,346,1965,396.50,0.000%,1.56556,68.19,0.78,44604.0
/recommendation-292,40,724,394,7685,1148.93,0.000%,1.22208,21.48,0.75,17997.0
/css/customSlider.css-296,40,489,325,1609,326.42,0.000%,1.23316,1.67,0.56,1388.0
/css/jquery-ui.css-295,40,480,329,2051,356.31,0.000%,1.24285,11.38,0.56,9380.1
