Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
SSD/drive-capacity.php-99,50,419,344,810,88.97,0.000%,.99687,11.04,0.42,11343.0
SSD/js/drive-capacity.js-101,50,413,331,799,99.72,0.000%,.99465,1.68,0.33,1734.6
SSD/css/noUiSlider/distribute/nouislider.min.js-100,50,432,338,747,112.35,0.000%,.99411,8.86,0.35,9129.3
SSD/css/noUiSlider/distribute/nouislider.min.css-102,50,413,331,719,89.23,0.000%,.99423,1.61,0.37,1658.7
SSD/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22]-103,50,459,369,748,91.05,0.000%,.99421,0.49,0.55,503.0
SSD/interface-type.php-104,50,425,339,830,89.09,0.000%,.99510,11.62,0.43,11960.0
SSD/js/interface-type.js-105,50,391,333,736,64.44,0.000%,.99542,2.54,0.33,2611.7
SSD/api/interface_type_api.php-109,50,476,374,810,111.99,0.000%,.99396,0.68,0.50,702.0
SSD/api/interface_api.php-110,50,473,369,861,91.32,0.000%,.99126,0.52,0.54,541.0
SSD/form-factor.php-111,50,446,338,823,124.31,0.000%,.99212,10.58,0.42,10924.0
SSD/js/form-factor.js-112,50,401,335,610,62.91,0.000%,.99128,2.37,0.32,2444.7
SSD/api/form_factor_api.php-113,50,462,367,711,80.08,0.000%,.99037,0.78,0.49,809.0
SSD/api/form_factor_type_api.php-117,50,458,366,753,76.82,0.000%,.98965,0.53,0.57,544.0
SSD/images/LFF%20SATA.jpg-115,50,445,345,892,98.17,0.000%,.99031,23.90,0.34,24714.0
SSD/images/SFF%20SATA.jpg-116,50,454,347,727,104.24,0.000%,.99053,20.95,0.34,21660.0
SSD/images/M.2-Enablement-Kit-for-MLDL-single.jpg-114,50,427,347,788,92.80,0.000%,.98875,28.64,0.36,29656.0
SSD/images/SSD%20SATA%20M.2%202280.JPG-118,50,424,349,804,98.15,0.000%,.98887,28.95,0.35,29979.0
SSD/images/PCIe%20NVMe%20Workload%20Accelerator%20HHHL.jpg-119,50,424,350,833,87.38,0.000%,.98627,28.93,0.37,30035.0
SSD/mainstream.php-120,50,415,340,701,80.95,0.000%,.98701,11.12,0.42,11535.0
SSD/js/mainstream.js-121,50,416,329,790,102.79,0.000%,.98775,1.19,0.32,1234.0
SSD/recommendation.php-122,50,523,402,887,102.73,0.000%,.98652,16.30,0.42,16923.0
SSD/css/jquery-ui.css-126,50,424,337,823,103.61,0.000%,.98926,9.04,0.34,9362.5
SSD/css/customSlider.css-128,50,419,326,833,114.17,0.000%,.98988,1.34,0.34,1384.0
SSD/css/bootstrapslider.css-127,50,389,332,562,52.67,0.000%,.98916,2.66,0.35,2751.7
SSD/css/bootstrap/bootstrap.min.css-125,50,438,350,772,95.88,0.000%,.98879,20.47,0.35,21199.7
SSD/js/recommendation.js-129,50,406,329,805,81.22,0.000%,.98887,6.16,0.33,6381.5
SSD/js/customSlider.js-133,50,397,335,747,70.99,0.000%,.98945,2.39,0.33,2478.4
SSD/images/HPE%20SSD%20Portfolio%20Alignment.jpg-124,50,1261,538,5763,926.55,0.000%,.98292,255.46,0.36,266138.0
SSD/js/validation.js-135,50,398,325,710,75.33,0.000%,.99248,1.22,0.33,1260.5
SSD/js/bootstrap/bootstrap.min.js-134,50,422,335,826,100.46,0.000%,.99200,13.23,0.34,13656.3
SSD/js/jquery-ui.min.js-132,50,569,371,1243,222.34,0.000%,.99165,70.41,0.33,72709.9
SSD/js/serverCompatibility.js-136,50,389,328,723,79.53,0.000%,.99540,1.04,0.34,1075.0
SSD/api/result_api.php-137,50,453,383,745,85.21,0.000%,.99615,1.73,0.76,1774.0
SSD/api/server_model_api.php?sid=5-138,50,461,372,839,94.22,0.000%,1.00347,0.53,0.50,544.0
SSD/images/-139,50,416,328,708,89.51,100.000%,1.00606,0.35,0.33,356.0
TOTAL,2650,490,325,5763,272.11,1.887%,36.40060,681.39,14.62,19168.5
