Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
/js/jquery3.5.min.js-191,30,2350,1767,4909,845.54,0.000%,3.08008,101.81,1.31,33848.5
/css/lib-3b502e9f21.css-192,30,638,377,1767,366.61,0.000%,3.73227,180.11,1.65,49416.2
/css/app-1a3af07598.css-193,30,605,351,1852,370.17,0.000%,3.70691,15.45,1.64,4269.0
/js/jquery.min.js-194,30,694,366,1762,389.56,0.000%,3.59411,118.78,1.52,33842.8
/js/config.js-197,30,613,337,1950,394.82,0.000%,3.54275,2.26,1.48,654.0
/images/hpe-logo-white.png-198,30,687,350,1749,385.60,0.000%,3.32226,6.07,1.58,1872.0
/css/content.css-190,30,2717,823,7041,1589.42,0.000%,2.67118,465.80,1.16,178565.6
/images/hpe-flag.png-202,30,758,361,2410,475.69,0.000%,2.45379,2.36,1.19,985.0
/css/hpe_fonts/MetricWeb-Light.woff-203,30,985,380,2645,663.27,0.000%,2.15781,93.99,1.07,44604.0
/css/hpe_fonts/MetricWeb-Semibold.woff-204,30,1048,385,1931,539.36,0.000%,1.99124,90.32,0.99,46448.0
/images/landingPage.jpg-201,30,1670,431,3323,962.94,0.000%,1.87641,215.64,0.89,117680.0
/workload-205,30,710,368,2362,458.35,0.000%,2.20248,25.74,1.31,11965.0
/css/lib-3b502e9f21.css-207,30,997,414,2407,518.33,0.000%,2.16185,102.93,0.97,48753.0
/css/app-1a3af07598.css-208,30,675,355,3021,545.44,0.000%,2.08768,8.61,0.94,4221.0
/js/workload.js-209,30,639,361,1965,399.87,0.000%,2.05747,6.21,0.88,3090.6
/css/content.css-206,30,2069,441,4590,1446.31,0.000%,1.80658,309.89,0.80,175653.0
/images/hpe-logo-white.png-213,30,708,351,2416,554.21,0.000%,1.85828,3.40,0.90,1872.0
/js/jquery.min.js-212,30,773,375,2729,556.51,0.000%,1.86231,60.91,0.80,33494.0
/js/config.js-214,30,594,343,1982,355.59,0.000%,1.91669,1.22,0.82,654.0
/images/hpe-flag.png-219,30,479,339,1074,195.76,0.000%,2.13736,2.06,1.04,985.0
/api/workload_api.php-218,30,552,390,1638,240.36,0.000%,2.19571,2.23,1.30,1040.0
/css/fonts/hpe-icons.woff-215,30,581,363,2264,343.79,0.000%,2.26261,75.68,1.10,34251.0
/css/hpe_fonts/MetricWeb-Light.woff-216,30,598,375,1000,199.09,0.000%,2.16904,94.48,1.07,44604.0
/css/hpe_fonts/MetricWeb-Medium.woff-217,30,618,381,1909,313.77,0.000%,2.20475,89.21,1.09,41432.0
/ssd-type-220,30,488,353,1606,239.16,0.000%,2.27152,28.45,1.37,12824.0
/js/ssd-type.js-222,30,423,348,585,68.60,0.000%,2.28137,3.64,0.98,1635.8
/css/hpe_fonts/HPESimpleWeb-Regular.woff-221,30,577,354,1789,332.43,0.000%,2.26586,37.99,1.13,17168.0
/server-type-223,30,557,358,1218,275.45,0.000%,2.26261,28.09,1.37,12711.0
/css/lib-3b502e9f21.css-225,30,785,383,2110,418.21,0.000%,2.18850,104.20,0.99,48753.0
/js/server-type.js-226,30,567,356,1792,310.82,0.000%,2.10438,6.16,0.91,2999.2
/css/content.css-224,30,1388,435,3490,821.28,0.000%,1.92135,329.58,0.86,175653.0
/images/hpe-logo-white.png-230,30,491,349,1199,238.57,0.000%,1.94919,3.56,0.95,1872.0
/css/app-1a3af07598.css-229,30,523,355,1744,292.95,0.000%,1.95262,8.05,0.88,4221.0
/js/jquery.min.js-231,30,599,365,1780,344.39,0.000%,1.89657,62.03,0.82,33494.0
/js/config.js-232,30,525,341,1768,328.11,0.000%,1.88656,1.20,0.81,654.0
/api/server_model_api.php?sid=null-237,30,522,382,1396,202.68,0.000%,2.03638,1.04,1.23,523.0
/css/hpe_fonts/MetricWeb-Medium.woff-235,30,731,372,2160,542.94,0.000%,2.05479,83.14,1.02,41432.0
/api/server_type_api.php-238,30,465,382,774,83.78,0.000%,2.13144,1.35,1.27,650.0
