Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
SSD/css/bootstrapslider.css-127,15,357,331,539,50.69,0.000%,3.91236,10.63,1.37,2783.5
SSD/css/bootstrap/bootstrap.min.css-125,15,375,355,407,11.99,0.000%,3.84911,81.74,1.38,21745.1
SSD/js/recommendation.js-129,15,356,334,427,23.01,0.000%,3.87797,24.71,1.29,6524.3
SSD/js/customSlider.js-133,15,346,326,381,16.82,0.000%,3.88802,9.56,1.28,2518.9
SSD/images/HPE%20SSD%20Portfolio%20Alignment.jpg-124,15,1485,700,4737,1184.06,0.000%,2.67570,695.42,0.98,266138.0
SSD/js/validation.js-135,15,356,331,388,18.15,0.000%,2.89129,3.60,0.95,1273.3
SSD/js/bootstrap/bootstrap.min.js-134,15,383,339,661,76.99,0.000%,2.85063,38.68,0.97,13895.1
SSD/js/jquery-ui.min.js-132,15,576,360,1588,322.51,0.000%,2.30947,166.83,0.76,73971.9
SSD/js/serverCompatibility.js-136,15,359,323,443,27.57,0.000%,2.32558,2.44,0.78,1075.0
SSD/api/result_api.php-137,15,424,379,492,32.28,0.000%,2.30805,4.00,1.76,1774.0
SSD/api/server_model_api.php?sid=5-138,15,394,369,481,31.92,0.000%,2.32270,1.23,1.17,544.0
SSD/images/-139,15,389,329,507,52.81,100.000%,2.33209,0.81,0.77,356.0
TOTAL,795,555,323,7823,887.20,1.887%,22.85139,428.87,9.18,19218.2
