Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
/js/jquery3.5.min.js-191,35,2188,1746,2777,368.86,0.000%,4.67165,152.83,1.98,33500.0
/css/lib-3b502e9f21.css-192,35,514,372,1000,156.99,0.000%,5.92618,282.15,2.62,48753.0
/css/app-1a3af07598.css-193,35,452,352,915,132.44,0.000%,5.92016,24.40,2.61,4221.0
/js/jquery.min.js-194,35,548,370,2014,294.04,0.000%,5.85676,191.57,2.47,33494.0
/js/config.js-197,35,502,343,950,146.76,0.000%,5.69198,3.64,2.38,654.0
/images/hpe-logo-white.png-198,35,533,342,1248,223.93,0.000%,5.05123,9.23,2.40,1872.0
/css/content.css-190,35,1942,913,4663,857.13,0.000%,3.53179,605.83,1.53,175653.0
/images/hpe-flag.png-202,35,482,348,954,125.58,0.000%,3.98906,3.84,1.93,985.0
/css/hpe_fonts/MetricWeb-Light.woff-203,35,1050,362,3289,756.14,0.000%,3.95838,172.42,1.96,44604.0
/css/hpe_fonts/MetricWeb-Semibold.woff-204,35,1226,373,4877,976.71,0.000%,2.91764,132.34,1.45,46448.0
/images/landingPage.jpg-201,35,1695,418,5093,1321.68,0.000%,2.09933,241.26,0.99,117680.0
/workload-205,35,540,359,1689,265.46,0.000%,2.13767,24.98,1.27,11965.0
/css/lib-3b502e9f21.css-207,35,997,374,2175,512.77,0.000%,1.96276,93.45,0.88,48753.0
/css/app-1a3af07598.css-208,35,520,354,1201,243.75,0.000%,1.96707,8.11,0.88,4221.0
/js/workload.js-209,35,498,342,2203,315.61,0.000%,1.97006,5.94,0.84,3087.8
/css/content.css-206,35,2015,406,4998,1317.04,0.000%,1.76456,302.69,0.78,175653.0
/images/hpe-logo-white.png-213,35,560,344,2174,410.84,0.000%,1.83074,3.35,0.88,1872.0
/js/jquery.min.js-212,35,722,361,2309,470.08,0.000%,1.82206,59.60,0.78,33494.0
/js/config.js-214,35,438,339,862,125.19,0.000%,1.97461,1.26,0.84,654.0
/images/hpe-flag.png-219,35,490,341,1171,206.44,0.000%,2.03052,1.95,0.98,985.0
/api/workload_api.php-218,35,580,386,1214,240.76,0.000%,2.01485,2.05,1.19,1040.0
/css/fonts/hpe-icons.woff-215,35,622,360,1303,263.68,0.000%,1.99772,66.82,0.97,34251.0
/css/hpe_fonts/MetricWeb-Light.woff-216,35,870,366,1584,380.02,0.000%,1.99646,86.96,0.99,44604.0
/css/hpe_fonts/MetricWeb-Medium.woff-217,35,851,358,3129,546.47,0.000%,2.06770,83.66,1.03,41432.0
/ssd-type-220,35,439,355,1114,170.43,0.000%,2.05931,25.79,1.24,12824.0
/js/ssd-type.js-222,35,424,349,1169,155.97,0.000%,2.05483,3.28,0.88,1634.3
/css/hpe_fonts/HPESimpleWeb-Regular.woff-221,35,501,358,1037,195.88,0.000%,2.05483,34.45,1.03,17168.0
/server-type-223,35,477,352,1050,185.60,0.000%,2.05303,25.48,1.24,12711.0
/css/lib-3b502e9f21.css-225,35,810,380,1547,334.67,0.000%,2.00734,95.57,0.91,48753.0
/js/server-type.js-226,35,458,337,1230,207.84,0.000%,2.01358,5.89,0.87,2995.6
/css/content.css-224,35,2001,422,4121,1004.79,0.000%,1.75439,300.94,0.78,175653.0
/images/hpe-logo-white.png-230,35,516,336,2061,325.06,0.000%,1.78699,3.27,0.87,1872.0
/css/app-1a3af07598.css-229,35,453,344,1195,179.68,0.000%,1.78426,7.35,0.81,4221.0
/js/jquery.min.js-231,35,578,359,1148,211.37,0.000%,1.77233,57.97,0.77,33494.0
/js/config.js-232,35,422,342,1277,193.43,0.000%,1.84453,1.18,0.79,654.0
/api/server_model_api.php?sid=null-237,35,493,375,1259,205.63,0.000%,1.83688,0.94,1.11,523.0
/css/hpe_fonts/MetricWeb-Medium.woff-235,35,735,363,1929,409.82,0.000%,1.80078,72.86,0.89,41432.0
/api/server_type_api.php-238,35,450,383,1103,122.68,0.000%,1.87136,1.19,1.12,650.0
/images/hpe-flag.png-239,35,378,343,541,37.74,0.000%,1.87456,1.80,0.91,985.0
/css/fonts/hpe-icons.woff-234,35,588,358,1513,279.31,0.000%,1.76598,59.07,0.86,34251.0
/css/hpe_fonts/MetricWeb-Semibold.woff-233,35,693,366,2535,403.92,0.000%,1.70974,77.55,0.85,46448.0
/css/hpe_fonts/MetricWeb-Regular.woff-236,35,649,369,1475,255.17,0.000%,1.67472,73.89,0.83,45180.0
/api/server_model_api.php?sid=5-240,35,453,385,1224,139.77,0.000%,1.68124,0.90,1.01,548.0
