Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
SSD/css/noUiSlider/distribute/nouislider.min.js-100,50,373,334,610,48.78,0.000%,.63580,5.67,0.23,9129.3
SSD/css/noUiSlider/distribute/nouislider.min.css-102,50,357,324,460,29.14,0.000%,.63589,1.03,0.24,1658.7
SSD/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22]-103,50,402,368,612,37.85,0.000%,.63555,0.31,0.35,503.0
SSD/interface-type.php-104,50,374,339,519,37.06,0.000%,.63590,7.43,0.27,11960.0
SSD/js/interface-type.js-105,50,356,324,441,23.56,0.000%,.63596,1.62,0.21,2611.7
SSD/api/interface_type_api.php-109,50,415,369,766,62.90,0.000%,.63581,0.44,0.32,702.0
SSD/api/interface_api.php-110,50,409,370,549,34.04,0.000%,.63595,0.34,0.35,541.0
SSD/form-factor.php-111,50,367,340,431,20.68,0.000%,.63630,6.79,0.27,10924.0
SSD/js/form-factor.js-112,50,359,331,499,33.41,0.000%,.63633,1.52,0.21,2444.7
SSD/api/form_factor_api.php-113,50,409,368,623,37.26,0.000%,.63580,0.50,0.31,809.0
SSD/api/form_factor_type_api.php-117,50,402,370,494,25.81,0.000%,.63600,0.34,0.36,544.0
SSD/images/LFF%20SATA.jpg-115,50,379,334,724,58.91,0.000%,.63629,15.36,0.22,24714.0
SSD/images/SFF%20SATA.jpg-116,50,370,336,588,38.44,0.000%,.63631,13.46,0.22,21660.0
SSD/images/M.2-Enablement-Kit-for-MLDL-single.jpg-114,50,383,335,728,60.16,0.000%,.63616,18.42,0.23,29656.0
SSD/images/SSD%20SATA%20M.2%202280.JPG-118,50,381,341,678,48.44,0.000%,.63585,18.62,0.22,29979.0
SSD/images/PCIe%20NVMe%20Workload%20Accelerator%20HHHL.jpg-119,50,385,340,694,56.98,0.000%,.63534,18.64,0.24,30035.0
SSD/mainstream.php-120,50,374,335,557,39.33,0.000%,.63547,7.16,0.27,11535.0
SSD/js/mainstream.js-121,50,356,325,520,28.78,0.000%,.63690,0.77,0.21,1234.0
SSD/recommendation.php-122,50,429,397,562,33.02,0.000%,.63638,10.52,0.27,16923.0
SSD/css/jquery-ui.css-126,50,361,337,437,22.11,0.000%,.63679,5.82,0.22,9362.5
SSD/css/customSlider.css-128,50,361,328,523,33.52,0.000%,.63664,0.86,0.22,1384.0
SSD/css/bootstrapslider.css-127,50,358,326,451,23.92,0.000%,.63668,1.71,0.22,2751.7
SSD/css/bootstrap/bootstrap.min.css-125,50,370,337,465,24.09,0.000%,.63673,13.18,0.23,21199.7
SSD/js/recommendation.js-129,50,361,335,436,21.13,0.000%,.63705,3.97,0.21,6381.5
SSD/js/customSlider.js-133,50,359,331,435,24.10,0.000%,.63668,1.54,0.21,2478.4
SSD/images/HPE%20SSD%20Portfolio%20Alignment.jpg-124,50,970,425,3392,570.46,0.000%,.61921,160.93,0.23,266138.0
SSD/js/validation.js-135,50,354,326,502,26.71,0.000%,.62148,0.77,0.20,1260.5
SSD/js/bootstrap/bootstrap.min.js-134,50,371,339,511,32.77,0.000%,.62262,8.30,0.21,13656.3
SSD/js/jquery-ui.min.js-132,50,440,355,1008,131.00,0.000%,.61989,44.02,0.21,72709.9
SSD/js/serverCompatibility.js-136,50,362,331,499,34.88,0.000%,.62047,0.65,0.21,1075.0
SSD/api/result_api.php-137,50,404,372,509,24.63,0.000%,.62000,1.07,0.47,1774.0
SSD/api/server_model_api.php?sid=5-138,50,402,367,526,28.83,0.000%,.62008,0.33,0.31,544.0
SSD/images/-139,50,354,328,441,21.84,100.000%,.62082,0.22,0.20,356.0
TOTAL,2650,426,322,3392,202.77,1.887%,25.67680,480.65,10.32,19168.5
