Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
SSD/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22]-103,50,529,377,3522,449.02,0.000%,1.24744,0.61,0.69,503.0
SSD/interface-type.php-104,50,420,347,1147,134.29,0.000%,1.25404,14.65,0.54,11960.0
SSD/js/interface-type.js-105,50,431,328,1346,170.58,0.000%,1.25408,3.20,0.42,2611.7
SSD/api/interface_type_api.php-109,50,507,373,2175,268.93,0.000%,1.25254,0.86,0.63,702.0
SSD/api/interface_api.php-110,50,581,383,2989,467.90,0.000%,1.25135,0.66,0.68,541.0
SSD/form-factor.php-111,50,424,335,902,109.76,0.000%,1.25401,13.38,0.53,10924.0
SSD/js/form-factor.js-112,50,398,339,650,59.61,0.000%,1.25625,3.00,0.41,2444.7
SSD/api/form_factor_api.php-113,50,550,382,2175,374.90,0.000%,1.25634,0.99,0.62,809.0
SSD/api/form_factor_type_api.php-117,50,592,378,2996,499.39,0.000%,1.25938,0.67,0.72,544.0
SSD/images/LFF%20SATA.jpg-115,50,513,347,2276,317.53,0.000%,1.26046,30.42,0.43,24714.0
SSD/images/SFF%20SATA.jpg-116,50,469,354,1449,194.83,0.000%,1.26040,26.66,0.43,21660.0
SSD/images/M.2-Enablement-Kit-for-MLDL-single.jpg-114,50,477,347,1224,172.10,0.000%,1.26142,36.53,0.46,29656.0
SSD/images/SSD%20SATA%20M.2%202280.JPG-118,50,488,342,1137,187.09,0.000%,1.26445,37.02,0.45,29979.0
SSD/images/PCIe%20NVMe%20Workload%20Accelerator%20HHHL.jpg-119,50,462,345,1121,167.14,0.000%,1.28031,37.55,0.48,30035.0
SSD/mainstream.php-120,50,410,338,787,96.74,0.000%,1.28021,14.42,0.54,11535.0
SSD/js/mainstream.js-121,50,372,325,555,48.72,0.000%,1.28021,1.54,0.42,1234.0
SSD/recommendation.php-122,50,626,395,3531,597.68,0.000%,1.27704,21.10,0.54,16923.0
SSD/css/jquery-ui.css-126,50,385,339,512,42.89,0.000%,1.28008,11.70,0.44,9362.5
SSD/css/customSlider.css-128,50,411,334,1303,137.04,0.000%,1.28011,1.73,0.44,1384.0
SSD/css/bootstrapslider.css-127,50,404,338,1154,135.28,0.000%,1.28222,3.45,0.45,2751.7
SSD/css/bootstrap/bootstrap.min.css-125,50,427,338,1045,124.12,0.000%,1.30029,26.92,0.46,21199.7
SSD/js/recommendation.js-129,50,389,337,732,74.20,0.000%,1.31513,7.53,0.44,5862.2
SSD/js/customSlider.js-133,50,383,331,557,50.80,0.000%,1.32880,3.22,0.44,2478.4
SSD/js/validation.js-135,50,368,323,582,47.15,0.000%,1.33099,1.64,0.44,1260.5
SSD/js/bootstrap/bootstrap.min.js-134,50,380,331,547,38.98,0.000%,1.33003,17.74,0.45,13656.3
SSD/js/jquery-ui.min.js-132,50,597,361,1371,274.85,0.000%,1.33213,94.59,0.44,72709.9
SSD/js/serverCompatibility.js-136,50,374,327,561,53.40,0.000%,1.33819,1.40,0.45,1075.0
SSD/api/result_api.php-137,50,599,373,3586,675.23,0.000%,1.34163,2.32,1.02,1774.0
SSD/api/server_model_api.php?sid=5-138,50,542,356,1944,412.00,0.000%,1.34311,0.71,0.68,544.0
SSD/images/-139,50,374,323,662,52.09,100.000%,1.34814,0.47,0.44,356.0
TOTAL,2600,495,323,3586,323.30,1.923%,42.55598,598.82,17.13,14409.1
