timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1598276912088,969,SSD/css/hpe_fonts/MetricWeb-Semibold.woff-74,200,OK,SSD Selector Tool 1-53,text,true,,46444,434,63,63,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Semibold.woff,500,0,0
1598276912593,470,SSD/css/hpe_fonts/MetricWeb-Medium.woff-84,200,OK,SSD Selector Tool 1-43,text,true,,41428,406,63,63,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Medium.woff,464,0,0
1598276912546,535,SSD/api/workload_api.php-86,200,OK,SSD Selector Tool 1-40,text,true,,1036,499,63,63,https://ssdhpestage.azurewebsites.net/api/workload_api.php,535,0,0
1598276912572,527,SSD/api/form_factor_type_api.php-117,200,OK,SSD Selector Tool 1-6,text,true,,546,586,63,63,https://ssdhpestage.azurewebsites.net/api/form_factor_type_api.php,526,0,0
1598276912607,507,SSD/api/workload_api.php-86,200,OK,SSD Selector Tool 1-39,text,true,,1036,499,63,63,https://ssdhpestage.azurewebsites.net/api/workload_api.php,507,0,0
1598276911057,2070,SSD/images/hpe-flag.png-75,200,OK,SSD Selector Tool 1-57,bin,true,,981,373,63,63,https://ssdhpestage.azurewebsites.net/images/hpe-flag.png,2070,0,1600
1598276912622,505,SSD/api/server_type_api.php-97,200,OK,SSD Selector Tool 1-21,text,true,,646,505,63,63,https://ssdhpestage.azurewebsites.net/api/server_type_api.php,505,0,0
1598276912668,462,SSD/css/noUiSlider/distribute/nouislider.min.js-100,200,OK,SSD Selector Tool 1-18,text,true,,9092,363,63,63,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.js,461,0,0
1598276912644,487,SSD/api/workload_api.php-86,200,OK,SSD Selector Tool 1-37,text,true,,1036,499,63,63,https://ssdhpestage.azurewebsites.net/api/workload_api.php,487,0,0
1598276912658,491,SSD/api/interface_type_api.php-109,200,OK,SSD Selector Tool 1-13,text,true,,702,511,63,63,https://ssdhpestage.azurewebsites.net/api/interface_type_api.php,491,0,0
1598276912657,493,SSD/images/LFF%20SATA.jpg-115,200,OK,SSD Selector Tool 1-2,bin,true,,24714,349,63,63,https://ssdhpestage.azurewebsites.net/images/LFF%20SATA.jpg,476,0,0
1598276912746,426,SSD/js/workload.js-83,200,OK,SSD Selector Tool 1-47,text,true,,3067,328,64,64,https://ssdhpestage.azurewebsites.net/js/workload.js,426,0,0
1598276912761,434,SSD/js/workload.js-83,200,OK,SSD Selector Tool 1-46,text,true,,3067,328,64,64,https://ssdhpestage.azurewebsites.net/js/workload.js,433,0,0
1598276912765,455,SSD/css/hpe_fonts/MetricWeb-Light.woff-78,200,OK,SSD Selector Tool 1-52,text,true,,44600,431,64,64,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Light.woff,429,0,0
1598276912754,480,SSD/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22]-103,200,OK,SSD Selector Tool 1-10,text,true,,503,569,64,64,https://ssdhpestage.azurewebsites.net/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22],480,0,0
1598276912805,432,SSD/js/server-type.js-91,200,OK,SSD Selector Tool 1-34,text,true,,2956,334,64,64,https://ssdhpestage.azurewebsites.net/js/server-type.js,432,0,0
1598276912805,440,SSD/server-type.php-90,200,OK,SSD Selector Tool 1-32,text,true,,12295,430,64,64,https://ssdhpestage.azurewebsites.net/server-type.php,438,0,0
1598276912805,447,SSD/server-type.php-90,200,OK,SSD Selector Tool 1-36,text,true,,12295,430,64,64,https://ssdhpestage.azurewebsites.net/server-type.php,445,0,0
1598276912812,444,SSD/js/server-type.js-91,200,OK,SSD Selector Tool 1-31,text,true,,2956,334,64,64,https://ssdhpestage.azurewebsites.net/js/server-type.js,444,0,0
1598276912806,471,SSD/server-type.php-90,200,OK,SSD Selector Tool 1-35,text,true,,12295,430,64,64,https://ssdhpestage.azurewebsites.net/server-type.php,469,0,0
1598276911239,2042,SSD/drive-capacity.php-99,200,OK,SSD Selector Tool 1-15,text,true,,11343,436,64,64,https://ssdhpestage.azurewebsites.net/drive-capacity.php,2003,0,0
1598276912785,498,SSD/api/workload_api.php-86,200,OK,SSD Selector Tool 1-42,text,true,,1036,499,64,64,https://ssdhpestage.azurewebsites.net/api/workload_api.php,498,0,0
1598276912047,1240,SSD/interface-type.php-104,200,OK,SSD Selector Tool 1-11,text,true,,11960,439,64,64,https://ssdhpestage.azurewebsites.net/interface-type.php,1237,0,0
1598276911351,1997,SSD/images/hpe-flag.png-75,200,OK,SSD Selector Tool 1-58,bin,true,,981,373,64,64,https://ssdhpestage.azurewebsites.net/images/hpe-flag.png,1997,0,1527
1598276912875,473,SSD/css/hpe_fonts/MetricWeb-Regular.woff-92,200,OK,SSD Selector Tool 1-30,text,true,,45176,407,64,64,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Regular.woff,418,0,0
1598276912845,505,SSD/interface-type.php-104,200,OK,SSD Selector Tool 1-7,text,true,,11960,439,64,64,https://ssdhpestage.azurewebsites.net/interface-type.php,503,0,0
1598276912877,481,SSD/css/hpe_fonts/MetricWeb-Medium.woff-84,200,OK,SSD Selector Tool 1-44,text,true,,41428,406,64,64,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Medium.woff,473,0,0
1598276912377,986,SSD/css/hpe_fonts/MetricWeb-Semibold.woff-74,200,OK,SSD Selector Tool 1-54,text,true,,46444,434,64,64,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Semibold.woff,522,0,0
1598276912880,485,SSD/css/noUiSlider/distribute/nouislider.min.js-100,200,OK,SSD Selector Tool 1-20,text,true,,9092,363,64,64,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.js,482,0,0
1598276912900,465,SSD/js/ssd-type.js-88,200,OK,SSD Selector Tool 1-38,text,true,,1618,328,64,64,https://ssdhpestage.azurewebsites.net/js/ssd-type.js,465,0,0
1598276912925,442,SSD/js/ssd-type.js-88,200,OK,SSD Selector Tool 1-28,text,true,,1618,328,64,64,https://ssdhpestage.azurewebsites.net/js/ssd-type.js,442,0,0
1598276912921,447,SSD/interface-type.php-104,200,OK,SSD Selector Tool 1-16,text,true,,11960,439,64,64,https://ssdhpestage.azurewebsites.net/interface-type.php,444,0,0
1598276912926,452,SSD/css/noUiSlider/distribute/nouislider.min.js-100,200,OK,SSD Selector Tool 1-19,text,true,,9092,363,64,64,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.js,441,0,0
1598276912833,546,SSD/api/server_model_api.php?sid=null-96,200,OK,SSD Selector Tool 1-27,text,true,,519,515,64,64,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=null,546,0,0
1598276912900,479,SSD/api/workload_api.php-86,200,OK,SSD Selector Tool 1-41,text,true,,1036,499,64,64,https://ssdhpestage.azurewebsites.net/api/workload_api.php,479,0,0
1598276912947,433,SSD/drive-capacity.php-99,200,OK,SSD Selector Tool 1-14,text,true,,11343,436,64,64,https://ssdhpestage.azurewebsites.net/drive-capacity.php,431,0,0
1598276912963,417,SSD/js/drive-capacity.js-101,200,OK,SSD Selector Tool 1-22,text,true,,1779,340,64,64,https://ssdhpestage.azurewebsites.net/js/drive-capacity.js,417,0,0
1598276912954,437,SSD/images/LFF%20SATA.jpg-115,200,OK,SSD Selector Tool 1-4,bin,true,,24714,349,64,64,https://ssdhpestage.azurewebsites.net/images/LFF%20SATA.jpg,426,0,0
1598276912932,462,SSD/api/interface_type_api.php-109,200,OK,SSD Selector Tool 1-12,text,true,,702,511,64,64,https://ssdhpestage.azurewebsites.net/api/interface_type_api.php,461,0,0
1598276912947,447,SSD/api/form_factor_api.php-113,200,OK,SSD Selector Tool 1-8,text,true,,809,505,64,64,https://ssdhpestage.azurewebsites.net/api/form_factor_api.php,447,0,0
1598276912982,413,SSD/js/drive-capacity.js-101,200,OK,SSD Selector Tool 1-24,text,true,,1779,340,64,64,https://ssdhpestage.azurewebsites.net/js/drive-capacity.js,413,0,0
1598276912954,441,SSD/api/server_model_api.php?sid=5-98,200,OK,SSD Selector Tool 1-26,text,true,,544,512,64,64,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=5,441,0,0
1598276912962,433,SSD/css/fonts/hpe-icons.woff-85,200,OK,SSD Selector Tool 1-45,text,true,,34247,395,64,64,https://ssdhpestage.azurewebsites.net/css/fonts/hpe-icons.woff,421,0,0
1598276912949,447,SSD/api/server_model_api.php?sid=5-98,200,OK,SSD Selector Tool 1-23,text,true,,544,512,64,64,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=5,447,0,0
1598276912947,447,SSD/api/server_model_api.php?sid=5-98,200,OK,SSD Selector Tool 1-25,text,true,,544,512,64,64,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=5,446,0,0
1598276912949,447,SSD/api/form_factor_type_api.php-117,200,OK,SSD Selector Tool 1-5,text,true,,546,586,64,64,https://ssdhpestage.azurewebsites.net/api/form_factor_type_api.php,447,0,0
1598276913018,382,SSD/images/SFF%20SATA.jpg-116,200,OK,SSD Selector Tool 1-1,bin,true,,21660,349,64,64,https://ssdhpestage.azurewebsites.net/images/SFF%20SATA.jpg,379,0,0
1598276913019,383,SSD/js/form-factor.js-112,200,OK,SSD Selector Tool 1-3,text,true,,2509,334,64,64,https://ssdhpestage.azurewebsites.net/js/form-factor.js,382,0,0
1598276913045,358,SSD/js/workload.js-83,200,OK,SSD Selector Tool 1-48,text,true,,3067,328,64,64,https://ssdhpestage.azurewebsites.net/js/workload.js,357,0,0
1598276913018,385,SSD/form-factor.php-111,200,OK,SSD Selector Tool 1-9,text,true,,10924,436,64,64,https://ssdhpestage.azurewebsites.net/form-factor.php,382,0,0
1598276912597,827,SSD/css/hpe_fonts/MetricWeb-Semibold.woff-74,200,OK,SSD Selector Tool 1-55,text,true,,46444,434,64,64,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Semibold.woff,465,0,0
1598276913028,406,SSD/api/workload_api.php-86,200,OK,SSD Selector Tool 1-29,text,true,,1036,499,64,64,https://ssdhpestage.azurewebsites.net/api/workload_api.php,405,0,0
1598276913058,376,SSD/css/hpe_fonts/MetricWeb-Light.woff-78,200,OK,SSD Selector Tool 1-53,text,true,,44600,431,64,64,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Light.woff,368,0,0
1598276913082,358,SSD/ssd-type.php-87,200,OK,SSD Selector Tool 1-40,text,true,,12401,427,64,64,https://ssdhpestage.azurewebsites.net/ssd-type.php,356,0,0
1598276913064,406,SSD/api/workload_api.php-86,200,OK,SSD Selector Tool 1-43,text,true,,1036,499,65,65,https://ssdhpestage.azurewebsites.net/api/workload_api.php,405,0,0
1598276913099,371,SSD/images/LFF%20SATA.jpg-115,200,OK,SSD Selector Tool 1-6,bin,true,,24714,349,65,65,https://ssdhpestage.azurewebsites.net/images/LFF%20SATA.jpg,346,0,0
1598276913115,373,SSD/ssd-type.php-87,200,OK,SSD Selector Tool 1-39,text,true,,12401,427,65,65,https://ssdhpestage.azurewebsites.net/ssd-type.php,363,0,0
1598276913131,369,SSD/ssd-type.php-87,200,OK,SSD Selector Tool 1-37,text,true,,12401,427,65,65,https://ssdhpestage.azurewebsites.net/ssd-type.php,358,0,0
1598276913131,370,SSD/css/noUiSlider/distribute/nouislider.min.css-102,200,OK,SSD Selector Tool 1-18,text,true,,1653,379,65,65,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.css,370,0,0
1598276913150,372,SSD/images/SFF%20SATA.jpg-116,200,OK,SSD Selector Tool 1-2,bin,true,,21660,349,65,65,https://ssdhpestage.azurewebsites.net/images/SFF%20SATA.jpg,360,0,0
1598276913128,408,SSD/api/server_model_api.php?sid=5-98,200,OK,SSD Selector Tool 1-21,text,true,,544,512,65,65,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=5,408,0,0
1598276913149,389,SSD/api/interface_api.php-110,200,OK,SSD Selector Tool 1-13,text,true,,541,558,65,65,https://ssdhpestage.azurewebsites.net/api/interface_api.php,389,0,0
1598276912746,821,SSD/images/landingPage.jpg-73,200,OK,SSD Selector Tool 1-51,bin,true,,117676,361,65,65,https://ssdhpestage.azurewebsites.net/images/landingPage.jpg,426,0,0
1598276913172,410,SSD/css/fonts/hpe-icons.woff-85,200,OK,SSD Selector Tool 1-47,text,true,,34247,395,65,65,https://ssdhpestage.azurewebsites.net/css/fonts/hpe-icons.woff,388,0,0
1598276910428,3170,SSD/css/hpe_fonts/MetricWeb-Regular.woff-92,200,OK,SSD Selector Tool 1-17,text,true,,45176,407,65,65,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Regular.woff,1741,0,0
1598276912771,846,SSD/images/landingPage.jpg-73,200,OK,SSD Selector Tool 1-50,bin,true,,117676,361,65,65,https://ssdhpestage.azurewebsites.net/images/landingPage.jpg,449,0,0
1598276913234,399,SSD/interface-type.php-104,200,OK,SSD Selector Tool 1-10,text,true,,11960,439,65,65,https://ssdhpestage.azurewebsites.net/interface-type.php,389,0,0
1598276913245,394,SSD/js/server-type.js-91,200,OK,SSD Selector Tool 1-32,text,true,,2956,334,65,65,https://ssdhpestage.azurewebsites.net/js/server-type.js,394,0,0
1598276913238,402,SSD/css/hpe_fonts/MetricWeb-Regular.woff-92,200,OK,SSD Selector Tool 1-34,text,true,,45176,407,65,65,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Regular.woff,385,0,0
1598276912805,852,SSD/css/hpe_fonts/MetricWeb-Semibold.woff-74,200,OK,SSD Selector Tool 1-56,text,true,,46444,434,65,65,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Semibold.woff,447,0,0
1598276913287,387,SSD/js/interface-type.js-105,200,OK,SSD Selector Tool 1-11,text,true,,2647,340,65,65,https://ssdhpestage.azurewebsites.net/js/interface-type.js,387,0,0
1598276913253,422,SSD/js/server-type.js-91,200,OK,SSD Selector Tool 1-36,text,true,,2956,334,65,65,https://ssdhpestage.azurewebsites.net/js/server-type.js,421,0,0
1598276913277,398,SSD/js/server-type.js-91,200,OK,SSD Selector Tool 1-35,text,true,,2956,334,65,65,https://ssdhpestage.azurewebsites.net/js/server-type.js,398,0,0
1598276913284,395,SSD/ssd-type.php-87,200,OK,SSD Selector Tool 1-42,text,true,,12401,427,65,65,https://ssdhpestage.azurewebsites.net/ssd-type.php,390,0,0
1598276913282,404,SSD/js/drive-capacity.js-101,200,OK,SSD Selector Tool 1-15,text,true,,1779,340,65,65,https://ssdhpestage.azurewebsites.net/js/drive-capacity.js,403,0,0
1598276913256,432,SSD/css/hpe_fonts/MetricWeb-Regular.woff-92,200,OK,SSD Selector Tool 1-31,text,true,,45176,407,65,65,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Regular.woff,421,0,0
1598276913351,368,SSD/js/interface-type.js-105,200,OK,SSD Selector Tool 1-7,text,true,,2647,340,65,65,https://ssdhpestage.azurewebsites.net/js/interface-type.js,368,0,0
1598276913365,359,SSD/css/noUiSlider/distribute/nouislider.min.css-102,200,OK,SSD Selector Tool 1-20,text,true,,1653,379,65,65,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.css,359,0,0
1598276911951,1787,SSD/images/hpe-flag.png-75,200,OK,SSD Selector Tool 1-60,bin,true,,981,373,65,65,https://ssdhpestage.azurewebsites.net/images/hpe-flag.png,1787,0,1414
1598276913369,382,SSD/js/interface-type.js-105,200,OK,SSD Selector Tool 1-16,text,true,,2647,340,65,65,https://ssdhpestage.azurewebsites.net/js/interface-type.js,382,0,0
1598276913367,390,SSD/css/hpe_fonts/HPESimpleWeb-Regular.woff-89,200,OK,SSD Selector Tool 1-28,text,true,,17164,410,66,66,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/HPESimpleWeb-Regular.woff,371,0,0
1598276913378,382,SSD/css/noUiSlider/distribute/nouislider.min.css-102,200,OK,SSD Selector Tool 1-19,text,true,,1653,379,66,66,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.css,382,0,0
1598276913365,405,SSD/css/hpe_fonts/HPESimpleWeb-Regular.woff-89,200,OK,SSD Selector Tool 1-38,text,true,,17164,410,66,66,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/HPESimpleWeb-Regular.woff,398,0,0
1598276913363,408,SSD/css/hpe_fonts/MetricWeb-Light.woff-78,200,OK,SSD Selector Tool 1-54,text,true,,44600,431,66,66,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Light.woff,390,0,0
1598276913358,415,SSD/api/workload_api.php-86,200,OK,SSD Selector Tool 1-44,text,true,,1036,499,66,66,https://ssdhpestage.azurewebsites.net/api/workload_api.php,414,0,0
1598276913349,427,SSD/api/server_model_api.php?sid=null-96,200,OK,SSD Selector Tool 1-30,text,true,,519,515,66,66,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=null,427,0,0
1598276913379,400,SSD/ssd-type.php-87,200,OK,SSD Selector Tool 1-41,text,true,,12401,427,66,66,https://ssdhpestage.azurewebsites.net/ssd-type.php,394,0,0
1598276913381,405,SSD/css/noUiSlider/distribute/nouislider.min.js-100,200,OK,SSD Selector Tool 1-22,text,true,,9092,363,66,66,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.js,397,0,0
1598276913396,391,SSD/css/noUiSlider/distribute/nouislider.min.js-100,200,OK,SSD Selector Tool 1-24,text,true,,9092,363,66,66,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.js,389,0,0
1598276913396,395,SSD/drive-capacity.php-99,200,OK,SSD Selector Tool 1-25,text,true,,11343,436,66,66,https://ssdhpestage.azurewebsites.net/drive-capacity.php,392,0,0
1598276913380,414,SSD/js/drive-capacity.js-101,200,OK,SSD Selector Tool 1-14,text,true,,1779,340,66,66,https://ssdhpestage.azurewebsites.net/js/drive-capacity.js,414,0,0
1598276913396,417,SSD/drive-capacity.php-99,200,OK,SSD Selector Tool 1-26,text,true,,11343,436,66,66,https://ssdhpestage.azurewebsites.net/drive-capacity.php,403,0,0
1598276913391,423,SSD/images/SFF%20SATA.jpg-116,200,OK,SSD Selector Tool 1-4,bin,true,,21660,349,66,66,https://ssdhpestage.azurewebsites.net/images/SFF%20SATA.jpg,416,0,0
1598276913403,429,SSD/css/fonts/hpe-icons.woff-85,200,OK,SSD Selector Tool 1-48,text,true,,34247,395,66,66,https://ssdhpestage.azurewebsites.net/css/fonts/hpe-icons.woff,410,0,0
1598276913396,444,SSD/css/hpe_fonts/MetricWeb-Medium.woff-84,200,OK,SSD Selector Tool 1-45,text,true,,41428,406,66,66,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Medium.woff,411,0,0
1598276913434,407,SSD/ssd-type.php-87,200,OK,SSD Selector Tool 1-29,text,true,,12401,427,66,66,https://ssdhpestage.azurewebsites.net/ssd-type.php,405,0,0
1598276913424,437,SSD/css/hpe_fonts/MetricWeb-Light.woff-78,200,OK,SSD Selector Tool 1-55,text,true,,44600,431,66,66,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Light.woff,423,0,0
1598276913400,464,SSD/images/M.2-Enablement-Kit-for-MLDL-single.jpg-114,200,OK,SSD Selector Tool 1-1,bin,true,,29656,373,66,66,https://ssdhpestage.azurewebsites.net/images/M.2-Enablement-Kit-for-MLDL-single.jpg,451,0,0
1598276913404,468,SSD/js/form-factor.js-112,200,OK,SSD Selector Tool 1-9,text,true,,2509,334,66,66,https://ssdhpestage.azurewebsites.net/js/form-factor.js,468,0,0
1598276913397,475,SSD/images/LFF%20SATA.jpg-115,200,OK,SSD Selector Tool 1-5,bin,true,,24714,349,66,66,https://ssdhpestage.azurewebsites.net/images/LFF%20SATA.jpg,467,0,0
1598276913440,432,SSD/js/ssd-type.js-88,200,OK,SSD Selector Tool 1-40,text,true,,1618,328,66,66,https://ssdhpestage.azurewebsites.net/js/ssd-type.js,432,0,0
1598276913379,497,SSD/api/server_type_api.php-97,200,OK,SSD Selector Tool 1-27,text,true,,646,505,66,66,https://ssdhpestage.azurewebsites.net/api/server_type_api.php,497,0,0
1598276913394,483,SSD/api/form_factor_type_api.php-117,200,OK,SSD Selector Tool 1-8,text,true,,546,586,66,66,https://ssdhpestage.azurewebsites.net/api/form_factor_type_api.php,483,0,0
1598276913402,476,SSD/api/form_factor_api.php-113,200,OK,SSD Selector Tool 1-3,text,true,,809,505,66,66,https://ssdhpestage.azurewebsites.net/api/form_factor_api.php,476,0,0
1598276913396,482,SSD/drive-capacity.php-99,200,OK,SSD Selector Tool 1-23,text,true,,11343,436,66,66,https://ssdhpestage.azurewebsites.net/drive-capacity.php,477,0,0
1598276913394,485,SSD/api/interface_api.php-110,200,OK,SSD Selector Tool 1-12,text,true,,541,558,66,66,https://ssdhpestage.azurewebsites.net/api/interface_api.php,485,0,0
1598276913489,403,SSD/js/ssd-type.js-88,200,OK,SSD Selector Tool 1-39,text,true,,1618,328,66,66,https://ssdhpestage.azurewebsites.net/js/ssd-type.js,402,0,0
1598276912252,1640,SSD/images/hpe-flag.png-75,200,OK,SSD Selector Tool 1-61,bin,true,,981,373,66,66,https://ssdhpestage.azurewebsites.net/images/hpe-flag.png,1640,0,1251
1598276913470,422,SSD/images/SFF%20SATA.jpg-116,200,OK,SSD Selector Tool 1-6,bin,true,,21660,349,66,66,https://ssdhpestage.azurewebsites.net/images/SFF%20SATA.jpg,409,0,0
1598276913470,421,SSD/ssd-type.php-87,200,OK,SSD Selector Tool 1-43,text,true,,12401,427,66,66,https://ssdhpestage.azurewebsites.net/ssd-type.php,417,0,0
1598276913500,396,SSD/js/ssd-type.js-88,200,OK,SSD Selector Tool 1-37,text,true,,1618,328,66,66,https://ssdhpestage.azurewebsites.net/js/ssd-type.js,396,0,0
1598276913128,775,SSD/css/hpe_fonts/MetricWeb-Semibold.woff-74,200,OK,SSD Selector Tool 1-57,text,true,,46444,434,66,66,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Semibold.woff,372,0,0
1598276913523,414,SSD/images/M.2-Enablement-Kit-for-MLDL-single.jpg-114,200,OK,SSD Selector Tool 1-2,bin,true,,29656,373,66,66,https://ssdhpestage.azurewebsites.net/images/M.2-Enablement-Kit-for-MLDL-single.jpg,404,0,0
1598276913502,441,SSD/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22]-103,200,OK,SSD Selector Tool 1-18,text,true,,503,569,66,66,https://ssdhpestage.azurewebsites.net/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22],441,0,0
1598276913538,409,SSD/form-factor.php-111,200,OK,SSD Selector Tool 1-13,text,true,,10924,436,66,66,https://ssdhpestage.azurewebsites.net/form-factor.php,405,0,0
1598276913537,432,SSD/drive-capacity.php-99,200,OK,SSD Selector Tool 1-21,text,true,,11343,436,66,66,https://ssdhpestage.azurewebsites.net/drive-capacity.php,411,0,0
1598276913196,775,SSD/css/fonts/hpe-icons.woff-85,200,OK,SSD Selector Tool 1-46,text,true,,34247,395,66,66,https://ssdhpestage.azurewebsites.net/css/fonts/hpe-icons.woff,385,0,0
1598276913568,403,SSD/workload.php-82,200,OK,SSD Selector Tool 1-51,text,true,,11546,415,66,66,https://ssdhpestage.azurewebsites.net/workload.php,401,0,0
1598276913583,397,SSD/css/hpe_fonts/MetricWeb-Medium.woff-84,200,OK,SSD Selector Tool 1-47,text,true,,41428,406,66,66,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Medium.woff,389,0,0
1598276913617,426,SSD/workload.php-82,200,OK,SSD Selector Tool 1-50,text,true,,11546,415,66,66,https://ssdhpestage.azurewebsites.net/workload.php,422,0,0
1598276913220,827,SSD/images/landingPage.jpg-73,200,OK,SSD Selector Tool 1-52,bin,true,,117676,361,66,66,https://ssdhpestage.azurewebsites.net/images/landingPage.jpg,392,0,0
1598276913679,387,SSD/js/ssd-type.js-88,200,OK,SSD Selector Tool 1-42,text,true,,1618,328,67,67,https://ssdhpestage.azurewebsites.net/js/ssd-type.js,387,0,0
1598276913634,432,SSD/js/interface-type.js-105,200,OK,SSD Selector Tool 1-10,text,true,,2647,340,67,67,https://ssdhpestage.azurewebsites.net/js/interface-type.js,432,0,0
1598276913599,468,SSD/api/server_model_api.php?sid=null-96,200,OK,SSD Selector Tool 1-17,text,true,,519,515,67,67,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=null,468,0,0
1598276911652,2430,SSD/images/hpe-flag.png-75,200,OK,SSD Selector Tool 1-59,bin,true,,981,373,67,67,https://ssdhpestage.azurewebsites.net/images/hpe-flag.png,2430,0,2006
1598276913675,431,SSD/css/hpe_fonts/MetricWeb-Regular.woff-92,200,OK,SSD Selector Tool 1-36,text,true,,45176,407,67,67,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Regular.woff,391,0,0
1598276913675,431,SSD/css/hpe_fonts/MetricWeb-Regular.woff-92,200,OK,SSD Selector Tool 1-35,text,true,,45176,407,67,67,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Regular.woff,405,0,0
1598276912996,1127,SSD/workload.php-82,200,OK,SSD Selector Tool 1-49,text,true,,11546,415,67,67,https://ssdhpestage.azurewebsites.net/workload.php,1125,0,0
1598276913686,448,SSD/css/noUiSlider/distribute/nouislider.min.js-100,200,OK,SSD Selector Tool 1-15,text,true,,9092,363,67,67,https://ssdhpestage.azurewebsites.net/css/noUiSlider/distribute/nouislider.min.js,434,0,0
1598276913641,497,SSD/api/server_model_api.php?sid=null-96,200,OK,SSD Selector Tool 1-34,text,true,,519,515,67,67,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=null,497,0,0
1598276913348,792,SSD/css/hpe_fonts/MetricWeb-Semibold.woff-74,200,OK,SSD Selector Tool 1-58,text,true,,46444,434,67,67,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Semibold.woff,375,0,0
1598276913675,465,SSD/api/interface_type_api.php-109,200,OK,SSD Selector Tool 1-11,text,true,,702,511,67,67,https://ssdhpestage.azurewebsites.net/api/interface_type_api.php,465,0,0
1598276913658,482,SSD/css/hpe_fonts/MetricWeb-Light.woff-78,200,OK,SSD Selector Tool 1-56,text,true,,44600,431,67,67,https://ssdhpestage.azurewebsites.net/css/hpe_fonts/MetricWeb-Light.woff,445,0,0
1598276913720,423,SSD/api/interface_type_api.php-109,200,OK,SSD Selector Tool 1-7,text,true,,702,511,67,67,https://ssdhpestage.azurewebsites.net/api/interface_type_api.php,423,0,0
1598276913725,422,SSD/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22]-103,200,OK,SSD Selector Tool 1-20,text,true,,503,569,67,67,https://ssdhpestage.azurewebsites.net/api/drive_capacity_api.php?server_id=1&model_name=BL460c%20Gen10&loadtype=[%22WI%22],422,0,0
1598276913688,459,SSD/api/server_model_api.php?sid=null-96,200,OK,SSD Selector Tool 1-31,text,true,,519,515,67,67,https://ssdhpestage.azurewebsites.net/api/server_model_api.php?sid=null,459,0,0
1598276913757,396,SSD/server-type.php-90,200,OK,SSD Selector Tool 1-28,text,true,,12295,430,67,67,https://ssdhpestage.azurewebsites.net/server-type.php,394,0,0
